county	Winchester City VA	39.173869	-78.176356
county	Williamsburg City VA	37.269293	-76.706717
county	Waynesboro City VA	38.067157	-78.901420
county	Virginia Beach City VA	36.779322	-76.024020
county	Suffolk City VA	36.697157	-76.634781
county	Staunton City VA	38.158056	-79.061501
county	Salem City VA	37.285333	-80.055241
county	Roanoke City VA	37.27783	-79.958472
county	Richmond City VA	37.531399	-77.476009
county	Radford City VA	37.120036	-80.557048
county	Portsmouth City VA	36.85943	-76.356269
county	Poquoson City VA	37.12836	-76.303534
county	Petersburg City VA	37.20473	-77.392368
county	Norton City VA	36.931549	-82.625996
county	Norfolk City VA	36.923015	-76.244641
county	Newport News City VA	37.075978	-76.521719
county	Martinsville City VA	36.683527	-79.863648
county	Manassas Park City VA	38.768991	-77.448681
county	Manassas City VA	38.747561	-77.484727
county	Lynchburg City VA	37.399016	-79.195458
county	Lexington City VA	37.782332	-79.444320
county	Hopewell City VA	37.29101	-77.298944
county	Harrisonburg City VA	38.436013	-78.874197
county	Hampton City VA	37.04803	-76.297149
county	Galax City VA	36.66564	-80.914308
county	Fredericksburg City VA	38.299272	-77.486658
county	Franklin City VA	36.684014	-76.941396
county	Falls Church City VA	38.883787	-77.174639
county	Fairfax City VA	38.853183	-77.299025
county	Emporia City VA	36.696182	-77.535975
county	Danville City VA	36.583334	-79.408071
county	Covington City VA	37.778143	-79.986039
county	Colonial Heights City VA	37.261685	-77.396804
county	Chesapeake City VA	36.679376	-76.301788
county	Charlottesville City VA	38.037658	-78.485381
county	Buena Vista City VA	37.731663	-79.356375
county	Bristol City VA	36.616954	-82.157564
county	Bedford City VA	37.338156	-79.520705
county	Alexandria City VA	38.818343	-77.082026
county	York VA	37.220914	-76.395533
county	Wythe VA	36.901471	-81.084209
county	Wise VA	36.974561	-82.621560
county	Westmoreland VA	38.109191	-76.804170
county	Washington VA	36.747813	-81.950291
county	Warren VA	38.908187	-78.207131
county	Tazewell VA	37.125395	-81.562924
county	Sussex VA	36.926645	-77.259732
county	Surry VA	37.119761	-76.880172
county	Stafford VA	38.418933	-77.459043
county	Spotsylvania VA	38.182311	-77.656280
county	Southampton VA	36.720173	-77.103856
county	Smyth VA	36.842318	-81.539786
county	Shenandoah VA	38.856204	-78.573987
county	Scott VA	36.712778	-82.613627
county	Russell VA	36.93342	-82.095934
county	Rockingham VA	38.511257	-78.876307
county	Rockbridge VA	37.814517	-79.447754
county	Roanoke VA	37.331077	-80.190110
county	Richmond VA	37.942894	-76.730561
county	Rappahannock VA	38.684522	-78.168824
county	Pulaski VA	37.063385	-80.713444
county	Prince William VA	38.702332	-77.478887
county	Prince George VA	37.187326	-77.220993
county	Prince Edward VA	37.224881	-78.432957
county	Powhatan VA	37.549404	-77.912855
county	Pittsylvania VA	36.821721	-79.398502
county	Patrick VA	36.667327	-80.286141
county	Page VA	38.623751	-78.490471
county	Orange VA	38.250439	-78.009980
county	Nottoway VA	37.143696	-78.052162
county	Northumberland VA	37.856974	-76.379687
county	Northampton VA	37.302629	-75.923868
county	New Kent VA	37.498974	-76.993339
county	Nelson VA	37.790016	-78.879394
county	Montgomery VA	37.174885	-80.387314
county	Middlesex VA	37.606828	-76.527958
county	Mecklenburg VA	36.687256	-78.368959
county	Mathews VA	37.425348	-76.268808
county	Madison VA	38.412059	-78.276961
county	Lunenburg VA	36.945757	-78.242313
county	Louisa VA	37.971681	-77.959178
county	Loudoun VA	39.08113	-77.638857
county	Lee VA	36.702162	-83.130334
county	Lancaster VA	37.703831	-76.413199
county	King William VA	37.70826	-77.091054
county	King George VA	38.277179	-77.162702
county	King and Queen VA	37.720995	-76.891090
county	James City VA	37.324427	-76.778319
county	Isle of Wight VA	36.901418	-76.707569
county	Highland VA	38.356672	-79.567958
county	Henry VA	36.620593	-79.980584
county	Henrico VA	37.437521	-77.300333
county	Hanover VA	37.760166	-77.490992
county	Halifax VA	36.766461	-78.939614
county	Greensville VA	36.680225	-77.560261
county	Greene VA	38.297981	-78.470163
county	Grayson VA	36.656303	-81.225337
county	Goochland VA	37.724166	-77.914273
county	Gloucester VA	37.403541	-76.523505
county	Giles VA	37.31193	-80.717178
county	Frederick VA	39.203637	-78.263916
county	Franklin VA	36.99235	-79.883959
county	Fluvanna VA	37.830606	-78.284445
county	Floyd VA	36.931438	-80.350309
county	Fauquier VA	38.744103	-77.821585
county	Fairfax VA	38.833743	-77.276117
county	Essex VA	37.93948	-76.941871
county	Dinwiddie VA	37.073498	-77.635492
county	Dickenson VA	37.137081	-82.349208
county	Cumberland VA	37.520189	-78.252836
county	Culpeper VA	38.48593	-77.956476
county	Craig VA	37.473129	-80.231734
county	Clarke VA	39.115931	-77.992004
county	Chesterfield VA	37.378434	-77.585847
county	Charlotte VA	37.014091	-78.661424
county	Charles City VA	37.361048	-77.054171
county	Carroll VA	36.732426	-80.728043
county	Caroline VA	38.030319	-77.352348
county	Campbell VA	37.210151	-79.095429
county	Buckingham VA	37.573928	-78.529169
county	Buchanan VA	37.26812	-82.038151
county	Brunswick VA	36.764531	-77.860916
county	Botetourt VA	37.553193	-79.805318
county	Bland VA	37.130612	-81.125853
county	Bedford VA	37.312408	-79.527947
county	Bath VA	38.068988	-79.732898
county	Augusta VA	38.167807	-79.146682
county	Arlington VA	38.878337	-77.100703
county	Appomattox VA	37.370725	-78.810940
county	Amherst VA	37.630362	-79.147848
county	Amelia VA	37.336131	-77.973218
county	Alleghany VA	37.787905	-80.008669
county	Albemarle VA	38.024184	-78.553506
county	Accomack VA	37.765944	-75.757807
